phylo_level_val	Lineage	Soilmicrobialcommunitie3300051019	Soilmicrobialcommunitie3300051162	Soilmicrobialcommunitie3300051161	Soilmicrobialcommunitie3300051208	Soilmicrobialcommunitie3300051207	Soilmicrobialcommunitie3300051206	Soilmicrobialcommunitie3300052722	Soilmicrobialcommunitie3300052920	Soilmicrobialcommunitie3300052919	Soilmicrobialcommunitie3300056874	Soilmicrobialcommunitie3300056859	Soilmicrobialcommunitie3300056873	Soilmicrobialcommunitie3300056968	Soilmicrobialcommunitie3300056860	Soilmicrobialcommunitie3300056967	Soilmicrobialcommunitie3300060290	Soilmicrobialcommunitie3300056875	Soilmicrobialcommunitie3300056969	Soilmicrobialcommunitie3300056594	Soilmicrobialcommunitie3300056862	Soilmicrobialcommunitie3300056861	Soilmicrobialcommunitie3300056611	Soilmicrobialcommunitie3300056619	Soilmicrobialcommunitie3300056620	Soilmicrobialcommunitie3300056618	Soilmicrobialcommunitie3300056612	Soilmicrobialcommunitie3300056595	Soilmicrobialcommunitie3300060274	Soilmicrobialcommunitie3300061209	Soilmicrobialcommunitie3300061208	Soilmicrobialcommunitie3300060272	Soilmicrobialcommunitie3300060271	Soilmicrobialcommunitie3300060275	Soilmicrobialcommunitie3300060276	Soilmicrobialcommunitie3300061215	Soilmicrobialcommunitie3300061210
Bacteria:Chloroflexota:Anaerolineae:Anaerolineales	Bacteria:Chloroflexota:Anaerolineae:Anaerolineales	916495	730450	485148	313694	379942	403658	680100	743858	351405	87254	23750	42735	87334	39527	46399	44474	43952	35315	71250	66909	31046	37161	57203	27405	48273	41683	29663	27584	107580	59407	39704	38786	57229	63102	89276	36981
Archaea:Halobacteriota:Methanomicrobia:Methanomicrobiales	Archaea:Halobacteriota:Methanomicrobia:Methanomicrobiales	864374	620248	540954	372594	368484	237945	759750	910162	384737	61107	27786	29426	64746	29720	27366	43720	41990	17868	54621	53631	29529	26312	58304	38626	29648	40750	25115	23102	64596	40776	39650	39432	50257	51263	65074	26762
Bacteria:Pseudomonadota:Alphaproteobacteria:Rhizobiales	Bacteria:Pseudomonadota:Alphaproteobacteria:Rhizobiales	816207	523701	506466	830516	1585605	1697235	825219	1119897	726879	97453	39738	53960	90242	143548	175669	70610	54963	180727	60412	102961	118505	7774	132770	96974	23395	111623	118077	93897	90479	143597	29399	108171	59100	51418	106792	189754
Bacteria:Chloroflexota:Dehalococcoidia:Dehalococcoidales	Bacteria:Chloroflexota:Dehalococcoidia:Dehalococcoidales	444249	211268	102625	29801	16115	10020	157818	134115	20639	37220	6131	5587	26266	1126	1318	14330	9064	870	29437	13624	1774	29792	17294	5152	35397	4928	1461	751	19605	3074	6180	3097	9174	14231	16315	1217
Bacteria:Pseudomonadota:Gammaproteobacteria:Burkholderiales	Bacteria:Pseudomonadota:Gammaproteobacteria:Burkholderiales	394901	345461	515586	1726995	2319569	3627463	1071445	1182233	2464129	41243	15605	134405	45366	225044	240922	24304	58405	250173	48032	119865	145798	27670	89590	106706	21138	159555	194125	161874	102810	298653	26267	131458	85029	30310	114405	228669
Bacteria:Acidobacteriota:Aminicenantia:Aminicenantales	Bacteria:Acidobacteriota:Aminicenantia:Aminicenantales	346681	233787	126438	55932	39013	22350	205387	149667	37591	18396	5034	4446	14018	3391	2514	9872	6179	1745	21879	8651	3886	16889	13707	5865	22423	5612	2510	1935	11872	5065	6344	4775	7780	7838	10103	2619
Bacteria:Desulfobacterota:Desulfobacteria:Desulfobacterales	Bacteria:Desulfobacterota:Desulfobacteria:Desulfobacterales	322617	224931	247200	245818	303512	352900	331588	396157	357221	35263	10009	31674	30222	25011	26923	19424	25371	20434	26004	32771	21446	19538	31869	21180	22629	26365	20616	17764	40960	34464	15965	22001	27789	24612	42497	21074
Bacteria:Bacteroidota:Bacteroidia:Bacteroidales	Bacteria:Bacteroidota:Bacteroidia:Bacteroidales	294914	187336	69407	49936	109744	151817	110913	136242	133201	24018	3449	18868	12071	14186	22181	11366	7820	9736	27359	18727	11234	8232	15816	6842	9721	9252	11112	12095	19406	24678	8970	13923	13886	10664	19101	17000
Bacteria:Desulfobacterota:Syntrophia:Syntrophales	Bacteria:Desulfobacterota:Syntrophia:Syntrophales	259626	217509	214377	143497	159524	126834	398527	452490	209714	34656	9556	18038	27856	11959	14212	18679	16930	9546	26853	24651	12115	14006	25272	14459	16387	16215	10355	9330	43958	28769	13685	15808	24647	24803	39530	12899
Bacteria:Desulfobacterota_F:Desulfuromonadia:Geobacterales	Bacteria:Desulfobacterota_F:Desulfuromonadia:Geobacterales	243918	165645	125620	156152	218943	349620	212598	251726	320482	21303	6428	13203	18378	31035	32897	12626	12432	29026	16869	26838	26117	17620	22745	16439	16535	18442	19037	19410	26591	44318	8361	21866	16432	14045	22455	31534
Bacteria:Desulfobacterota_G:Syntrophorhabdia:Syntrophorhabdales	Bacteria:Desulfobacterota_G:Syntrophorhabdia:Syntrophorhabdales	219048	164367	127242	85895	84030	73019	187019	194058	93085	18267	6241	9336	14455	8737	10979	11133	9664	7002	13304	14582	7931	9423	14987	8233	13950	9612	6808	6425	20398	14236	9312	10354	12889	12102	18984	8440
Unclassified:Unclassified:Unclassified:Unclassified	Unclassified:Unclassified:Unclassified:Unclassified	198052	135336	110277	109414	149590	184656	157115	178910	150191	17743	4643	11640	14264	14035	15246	9184	10030	15376	14948	14158	10619	9919	15627	10042	11727	12155	10135	8405	18228	18428	6801	10348	11379	10134	17534	13913
Bacteria:Desulfobacterota:Desulfobaccia:Desulfobaccales	Bacteria:Desulfobacterota:Desulfobaccia:Desulfobaccales	195032	100084	173265	188135	182497	170284	244831	305722	217966	13720	4156	26043	16037	15918	16744	9746	20008	11342	9983	20164	13081	17771	18829	12816	11824	20546	14415	9986	24960	24256	7871	12392	15580	13626	29029	10894
Bacteria:Planctomycetota:Phycisphaerae:Sedimentisphaerales	Bacteria:Planctomycetota:Phycisphaerae:Sedimentisphaerales	193823	77154	28188	7613	6895	5134	82167	59819	10101	17569	1479	2125	8536	535	775	3961	1568	376	14296	3952	568	12002	5827	1402	20100	1696	998	365	8274	1053	1752	1050	4510	3116	5675	597
Bacteria:Desulfobacterota:Syntrophobacteria:Syntrophobacterales	Bacteria:Desulfobacterota:Syntrophobacteria:Syntrophobacterales	191799	129718	135209	115848	123533	125648	234658	308772	163176	19535	5934	27440	20030	16373	17183	11683	21457	11449	13067	24712	14611	12879	20172	14297	12993	17164	10636	8284	38099	23729	9213	11863	17860	17485	34745	10924
Bacteria:Chloroflexota:Chloroflexia:Chloroflexales	Bacteria:Chloroflexota:Chloroflexia:Chloroflexales	160664	119425	86206	65298	79868	88779	131490	150166	75848	13609	3360	6590	13423	6848	7703	6662	6667	6679	11029	10063	5202	6681	9387	4725	8381	7426	5589	4764	18388	10746	5568	5962	9148	9858	15191	6797
Archaea:Halobacteriota:Methanosarcinia:Methanosarcinales	Archaea:Halobacteriota:Methanosarcinia:Methanosarcinales	159856	89885	94227	42331	47127	41893	113639	119102	55728	14391	6689	5523	9399	5336	6641	11245	9461	3524	8751	12120	6173	18242	20168	13809	11341	7775	3896	4034	12022	7721	5469	7319	8559	8772	14119	6010
Bacteria:Chloroflexota:Anaerolineae:Thermoflexales	Bacteria:Chloroflexota:Anaerolineae:Thermoflexales	158953	119753	69037	39287	41980	41713	99901	98504	41329	10636	2518	3562	10374	3060	3063	5177	4792	2559	9911	6526	2662	5241	7390	2901	6382	4278	2624	2222	12478	4859	4208	3226	6626	7046	10182	2833
Bacteria:Planctomycetota:Planctomycetia:Pirellulales	Bacteria:Planctomycetota:Planctomycetia:Pirellulales	154791	64470	32313	28310	39493	55398	57598	78324	61203	10675	1297	9354	4860	3459	4480	2740	3108	4428	7637	3448	2262	8435	6696	3310	7085	3018	2703	1940	8035	6915	1487	2198	3378	2757	6466	3749
Bacteria:Desulfobacterota:DSM-4660:Desulfatiglandales	Bacteria:Desulfobacterota:DSM-4660:Desulfatiglandales	147079	129644	151500	115806	103233	79955	215566	244986	117855	22501	7867	15555	18609	10244	9869	12998	14270	6428	14089	18300	10271	9332	17993	12257	12219	12969	7606	7042	24387	13436	10705	11256	15501	15924	22737	7458
Archaea:Halobacteriota:Methanosarcinia:Methanotrichales	Archaea:Halobacteriota:Methanosarcinia:Methanotrichales	140393	110632	165524	150715	162742	137925	225167	336383	200928	17537	5149	9049	19605	9524	9883	9665	11791	7285	12215	17036	9812	4805	15925	8970	6163	11337	8047	8937	24666	14571	11701	12563	18669	16223	20276	9938
Bacteria:Desulfobacterota_F:Desulfuromonadia:Desulfuromonadales	Bacteria:Desulfobacterota_F:Desulfuromonadia:Desulfuromonadales	128356	88933	67422	50066	59660	65209	109675	107080	59724	11230	3421	6343	9661	6247	6887	6596	6357	6046	8784	8992	5339	8554	10234	6193	8607	6337	4764	4001	12650	8674	4459	5609	6995	7452	11183	6241
Bacteria:Cyanobacteriota:Cyanobacteriia:Cyanobacteriales	Bacteria:Cyanobacteriota:Cyanobacteriia:Cyanobacteriales	128149	78999	54465	46197	60354	67299	93094	108121	57777	11808	2722	6333	9809	6363	7699	5673	5568	6389	9482	8365	5187	7689	9173	5048	9063	6014	4963	4214	14273	9232	3884	5277	6666	7170	11752	7039
Bacteria:Acidobacteriota:Terriglobia:Bryobacterales	Bacteria:Acidobacteriota:Terriglobia:Bryobacterales	127800	73482	46708	61023	103539	126316	72437	81170	57427	12809	2296	8272	8040	15431	19518	5381	3831	19152	8874	7760	8054	16209	11334	10606	18290	6823	9324	6396	10847	11718	2989	6771	5042	4418	9747	15020
Bacteria:Planctomycetota:Brocadiia:Brocadiales	Bacteria:Planctomycetota:Brocadiia:Brocadiales	124225	70976	45018	27265	27031	24545	77074	66881	26317	9289	2772	4343	7061	3042	3321	5614	4640	2440	7731	6222	2890	8982	8627	4773	9575	3693	2322	1783	9126	3953	3285	2992	4699	5573	7892	2597
Archaea:Thermoplasmatota:Thermoplasmata:Methanomassiliicoccales	Archaea:Thermoplasmatota:Thermoplasmata:Methanomassiliicoccales	122730	84047	60034	30137	32688	23208	77696	100855	30120	8190	3141	2817	7899	3994	4380	5232	4175	2654	8864	7397	3788	4832	7862	4544	4359	4697	2911	2590	9635	6910	5131	6351	7760	5615	8244	3545
Bacteria:Bacillota_B:Desulfotomaculia:Desulfotomaculales	Bacteria:Bacillota_B:Desulfotomaculia:Desulfotomaculales	121046	73723	44688	26969	27797	28338	72197	68849	28343	9533	2404	3649	7741	2575	2890	4795	4149	2231	7915	5626	2420	7104	6850	3239	8257	3564	2113	1763	8725	4002	3202	2762	4734	5432	7576	2583
Bacteria:Acidobacteriota:Thermoanaerobaculia:Thermoanaerobaculales	Bacteria:Acidobacteriota:Thermoanaerobaculia:Thermoanaerobaculales	116220	74297	39516	22831	28719	28217	70065	58249	22672	8294	4071	1718	6543	2275	2478	6136	3534	2530	7210	4509	1420	4005	6073	3188	6167	3805	2531	1134	9072	3484	3643	2343	4172	5224	6663	2120
Bacteria:Acidobacteriota:Terriglobia:Terriglobales	Bacteria:Acidobacteriota:Terriglobia:Terriglobales	114175	69567	49029	54117	93945	102432	75858	80870	67375	13099	4376	8130	8332	10268	13527	7481	5391	12594	8389	7636	6965	8290	10175	7342	11085	11635	12274	5641	9496	11122	2940	8249	5416	4688	9791	14934
Bacteria:Myxococcota:Myxococcia:Myxococcales	Bacteria:Myxococcota:Myxococcia:Myxococcales	112676	105997	109138	223134	285921	438381	234825	312070	307884	8120	2136	8901	10159	20408	21327	4166	6743	24813	12067	15001	14475	3986	10499	9035	4696	17557	18245	16573	24712	32843	7509	13441	14779	10772	20947	24094
Bacteria:Bacteroidota:Ignavibacteria:Ignavibacteriales	Bacteria:Bacteroidota:Ignavibacteria:Ignavibacteriales	106338	51373	32225	30077	55729	74487	51165	48772	57781	8689	1950	6170	6151	4193	7187	5739	3030	3654	10306	7334	4466	4080	7478	4709	4678	3424	4806	5027	6884	9074	2219	5318	4342	3757	6071	5998
Bacteria:Nitrospirota:Thermodesulfovibrionia:Thermodesulfovibrionales	Bacteria:Nitrospirota:Thermodesulfovibrionia:Thermodesulfovibrionales	103760	52843	49974	34586	29365	23039	80184	69073	32267	7305	3233	8837	6908	4077	4212	6054	7793	2568	5691	8550	4908	12507	9976	6331	8431	6169	3502	2183	11039	5688	4561	4041	5493	7396	10929	3056
Bacteria:Desulfobacterota:Desulfovibrionia:Desulfovibrionales	Bacteria:Desulfobacterota:Desulfovibrionia:Desulfovibrionales	101193	66998	68775	62046	72340	79306	104343	119640	80542	10501	2841	8332	8902	6877	7335	5489	7254	5816	7896	9186	5580	6350	9189	5812	6664	7169	5406	4245	13120	9478	4391	5614	7524	7184	12463	5807
Bacteria:Bacteroidota:Bacteroidia:Cytophagales	Bacteria:Bacteroidota:Bacteroidia:Cytophagales	98399	60962	32822	29666	49662	71720	54768	60950	46828	8215	1744	5764	5696	7046	10187	4242	3159	7236	8440	6368	4553	3729	6179	3573	4446	4310	5668	5357	8024	9615	2952	4860	4976	4159	7225	6749
Bacteria:Chloroflexota:Anaerolineae:Caldilineales	Bacteria:Chloroflexota:Anaerolineae:Caldilineales	93058	82682	69372	53803	61766	73238	114940	153736	72207	9141	2596	4027	10612	4746	5358	4549	5021	4519	7076	7504	3286	3459	6102	2831	4388	5655	4059	3223	17876	10638	4381	4159	7446	8190	12723	4180
Bacteria:Verrucomicrobiota:Verrucomicrobiae:Opitutales	Bacteria:Verrucomicrobiota:Verrucomicrobiae:Opitutales	84570	42784	32616	37907	80671	116631	55923	70569	65205	16249	1922	8181	6212	9825	9282	4814	2603	9298	8534	4752	4666	3429	5224	3564	7061	4484	6503	3428	8306	7080	1467	3180	3227	2815	5871	7291
Bacteria:Atribacterota:JS1:SB-45	Bacteria:Atribacterota:JS1:SB-45	83898	36866	19143	8616	6999	5171	33218	26360	6725	4030	1122	1215	3059	615	643	2260	1575	388	3863	2196	696	3521	2896	1256	6887	1154	457	389	3392	983	1416	1044	1944	2235	2746	493
Bacteria:Desulfobacterota:Desulfomonilia:Desulfomonilales	Bacteria:Desulfobacterota:Desulfomonilia:Desulfomonilales	83374	58792	68328	50817	50048	36129	99401	121779	56399	15925	3288	23277	13558	7429	7236	8932	15629	5056	5961	13682	7047	10376	13089	6140	7621	11469	7079	3250	17639	9658	6236	6924	9586	12672	21185	5099
Bacteria:Verrucomicrobiota:Verrucomicrobiae:Pedosphaerales	Bacteria:Verrucomicrobiota:Verrucomicrobiae:Pedosphaerales	80148	40031	42374	66932	133776	234228	94016	126266	152304	9846	1168	10172	7232	12145	14877	2866	3367	14656	5427	6155	5834	1700	4634	3871	2270	5755	9764	5169	10830	13637	1308	3933	3862	3770	9572	9626
Bacteria:Chloroflexota:Anaerolineae:Promineofilales	Bacteria:Chloroflexota:Anaerolineae:Promineofilales	77820	67115	47135	33725	39986	41536	68710	78381	38507	6764	1717	3259	7411	3313	3670	3327	3690	3012	5535	5245	2511	2845	4887	2299	3501	3723	2597	2347	10172	5565	3065	3117	4936	5639	8324	3074
Bacteria:Chloroflexota:Ktedonobacteria:Ktedonobacterales	Bacteria:Chloroflexota:Ktedonobacteria:Ktedonobacterales	75000	50192	31510	25283	32634	36753	48675	52674	27108	5739	1444	2785	5115	2792	3177	2909	2488	2885	4760	3752	2044	3523	5063	2090	4398	2863	2500	1931	6246	3966	2078	2393	3376	3588	5140	3060
Bacteria:Actinomycetota:Actinomycetia:Mycobacteriales	Bacteria:Actinomycetota:Actinomycetia:Mycobacteriales	69434	55231	63779	142582	252315	390791	92257	150878	188602	12958	2534	9416	9692	20842	25747	6914	6217	29058	5711	10997	11718	6849	14110	9088	4106	14566	17206	12743	11423	32640	2618	11048	8605	5511	12538	27605
Bacteria:Acidobacteriota:Vicinamibacteria:Vicinamibacterales	Bacteria:Acidobacteriota:Vicinamibacteria:Vicinamibacterales	67678	63161	54066	87580	178181	190687	63668	84784	111845	7192	1400	5821	5366	13355	17395	3594	3352	18464	5332	7954	9771	3913	8828	8850	3404	8876	11338	8811	8424	15672	2120	9193	5039	3184	7326	20551
Bacteria:Latescibacterota:Latescibacteria:Latescibacterales	Bacteria:Latescibacterota:Latescibacteria:Latescibacterales	61985	35202	19356	10850	10418	8867	34413	30100	11037	4475	929	1604	3199	936	1004	2074	1579	760	4309	2277	889	3173	2947	1296	4061	1330	781	593	3966	1437	1267	1050	2002	2163	3136	844
Bacteria:Bacteroidota:Bacteroidia:Flavobacteriales	Bacteria:Bacteroidota:Bacteroidia:Flavobacteriales	61249	38415	20715	16745	29270	40919	32288	37818	31938	4911	908	3879	3131	3218	5257	2575	2010	3058	5155	4040	2793	2133	3769	1988	2571	2338	2713	2788	4860	5601	1935	3187	3159	2695	4575	3919
Bacteria:Chloroflexota:Anaerolineae:Ardenticatenales	Bacteria:Chloroflexota:Anaerolineae:Ardenticatenales	61076	49767	31603	20489	21371	23237	49983	52140	21551	5164	1241	1921	5051	1747	1860	2476	2289	1572	3891	3531	1337	2548	3332	1364	3329	2305	1471	1206	6784	2963	2091	1823	3231	3707	5488	1727
Bacteria:Bacillota:Bacilli:Paenibacillales	Bacteria:Bacillota:Bacilli:Paenibacillales	60969	37772	25136	16360	19406	22187	38732	41236	19593	5243	1145	2233	4145	1844	2269	2506	2087	1908	4504	3116	1533	2505	3492	1589	3006	2013	1466	1245	5236	2823	1679	1712	2827	2938	4286	1966
Bacteria:Chloroflexota:Dehalococcoidia:Tepidiformales	Bacteria:Chloroflexota:Dehalococcoidia:Tepidiformales	60040	26493	9736	6144	8348	10425	16688	12187	6086	2296	496	391	1698	557	670	1185	597	732	2052	968	451	2400	1499	644	3071	707	526	399	1369	802	672	499	839	964	1040	723
Bacteria:Spirochaetota:Spirochaetia:Treponematales	Bacteria:Spirochaetota:Spirochaetia:Treponematales	59607	34605	18964	7362	5412	3496	32949	38341	8619	4568	838	1687	3044	536	408	1885	1758	323	4584	2126	707	1450	2087	711	1840	904	296	228	4494	949	1005	823	2299	1824	3622	572
Bacteria:Pseudomonadota:Gammaproteobacteria:Steroidobacterales	Bacteria:Pseudomonadota:Gammaproteobacteria:Steroidobacterales	59580	81212	52735	89576	101595	128076	179040	127995	99692	4397	2880	1786	5791	8422	9342	2260	1933	11851	5515	6565	6338	183	4383	4161	1583	7078	6393	5477	14106	13474	3186	5755	6568	5797	9647	9422
Bacteria:Pseudomonadota:Gammaproteobacteria:Pseudomonadales	Bacteria:Pseudomonadota:Gammaproteobacteria:Pseudomonadales	56417	44672	45908	97564	127132	223945	87279	113401	121532	6127	2076	6266	6015	15758	18105	3273	7427	21824	5254	9392	8730	2712	7934	7066	3131	8837	10663	9034	11219	17831	2798	8223	7088	4607	9870	13791
Bacteria:Nitrospirota:Nitrospiria:Nitrospirales	Bacteria:Nitrospirota:Nitrospiria:Nitrospirales	56407	35459	38465	93107	199634	192800	45789	113531	106484	4981	1341	4413	4631	20313	23841	2668	5182	22360	4225	15656	16869	4071	14475	15881	4100	15575	18685	15718	5846	19010	1927	15652	8357	3066	8768	22099
Bacteria:Desulfobacterota:Desulfobulbia:Desulfobulbales	Bacteria:Desulfobacterota:Desulfobulbia:Desulfobulbales	55572	39949	43259	33005	48258	105179	64220	60853	71402	6205	1860	4275	4816	17348	16129	3251	4626	14658	4265	6075	5347	5135	6485	4747	3768	4025	3917	4295	7111	15595	2270	4806	4121	3859	7061	8891
Bacteria:Desulfobacterota:Desulfarculia:Desulfarculales	Bacteria:Desulfobacterota:Desulfarculia:Desulfarculales	54907	36990	32448	24236	26013	24447	47295	50462	28733	4989	1613	3713	4258	2540	2533	2792	3253	1860	3759	4087	2290	3341	4475	2653	3726	3081	2057	1550	5486	3289	2215	2442	3387	3410	5411	2077
Archaea:Methanobacteriota:Methanobacteria:Methanobacteriales	Archaea:Methanobacteriota:Methanobacteria:Methanobacteriales	52761	26479	22566	15338	19077	23896	25007	51305	21296	3605	863	1357	2511	1747	3245	2256	1818	833	3006	3819	2151	3492	3375	2426	3831	1704	978	1778	4627	3373	1571	3419	4056	2581	4192	1999
Bacteria:Chloroflexota:Chloroflexia:Thermomicrobiales	Bacteria:Chloroflexota:Chloroflexia:Thermomicrobiales	51017	31522	22136	17394	22346	25182	33381	35658	17272	3663	866	1389	3222	1707	1917	1707	1563	1857	2908	2405	1247	2387	2531	1309	2981	1849	1484	1157	3953	2590	1291	1391	2091	2191	3333	1983
Bacteria:Desulfobacterota:Thermodesulfobacteria:Thermodesulfobacteriales	Bacteria:Desulfobacterota:Thermodesulfobacteria:Thermodesulfobacteriales	49576	30546	19768	11499	11513	10191	33221	28311	11712	3943	1168	2028	3194	1323	1404	2468	2181	1080	3148	2657	1319	3610	3529	1880	3861	1799	1016	766	3858	1792	1479	1395	2086	2445	3379	1173
Bacteria:Aerophobota:Aerophobia:Aerophobales	Bacteria:Aerophobota:Aerophobia:Aerophobales	49031	27614	14633	6124	4592	3056	25217	20611	4910	3416	813	980	2568	518	472	1897	1291	309	3207	1778	546	3169	2522	1099	3884	916	362	283	2793	775	1066	694	1541	1795	2311	382
Bacteria:Bacteroidota:Bacteroidia:Chitinophagales	Bacteria:Bacteroidota:Bacteroidia:Chitinophagales	48020	28001	16029	12916	23945	34015	24703	27678	22157	4088	768	5195	2582	3315	5741	1994	1561	3710	4004	3242	2323	1903	3117	1792	2192	2334	3427	2616	3582	4967	1431	2654	2356	1912	4024	4017
Archaea:Thermoproteota:Nitrososphaeria:Nitrososphaerales	Archaea:Thermoproteota:Nitrososphaeria:Nitrososphaerales	47992	19526	7870	2906	2719	2373	12202	10392	1811	2210	540	608	1597	218	470	1465	841	196	2074	1246	338	4434	2003	873	4710	502	344	147	1420	347	882	543	1055	1092	1254	340
Bacteria:Spirochaetota:Spirochaetia:DSM-16054	Bacteria:Spirochaetota:Spirochaetia:DSM-16054	47802	26998	12073	5109	2908	1352	22697	18438	3686	2889	598	1032	1832	172	162	1247	817	111	2990	1078	322	1157	1435	476	1485	530	155	100	2215	431	746	445	988	1044	1739	180
Bacteria:Calditrichota:Calditrichia:Calditrichales	Bacteria:Calditrichota:Calditrichia:Calditrichales	47139	27339	14071	7216	7658	8413	24662	23533	8014	3849	872	1694	2723	809	899	1881	1427	797	3483	2328	835	1612	2364	1155	1884	1025	701	517	3833	1209	981	793	1696	1973	3030	811
Bacteria:Desulfobacterota_C:Deferrisomatia:Deferrisomatales	Bacteria:Desulfobacterota_C:Deferrisomatia:Deferrisomatales	46907	31763	20873	12988	14837	13840	34884	30879	13249	3576	1073	1506	2991	1300	1399	2080	1855	1191	2996	2467	1198	2709	3113	1659	3060	1652	1075	802	3835	1893	1352	1339	2022	2288	3275	1313
Bacteria:Pseudomonadota:Alphaproteobacteria:Reyranellales	Bacteria:Pseudomonadota:Alphaproteobacteria:Reyranellales	44004	14046	9848	14484	49749	71440	23096	13665	12467	8670	3021	627	6009	4104	5698	8446	1276	6649	2703	2134	3796	329	4039	2060	2131	1897	2480	2174	1651	3899	307	2027	755	2328	1469	6650
Bacteria:Planctomycetota:Planctomycetia:Isosphaerales	Bacteria:Planctomycetota:Planctomycetia:Isosphaerales	43507	24419	15349	14716	23441	30422	27418	33016	21686	3314	645	2332	2496	2189	2594	1403	1440	2741	2803	2051	1503	2366	2695	1616	2348	1779	1754	1294	3674	3037	814	1446	1697	1459	2915	2479
Bacteria:Actinomycetota:Actinomycetia:Actinomycetales	Bacteria:Actinomycetota:Actinomycetia:Actinomycetales	43224	30361	38021	93717	140935	264957	51094	77027	126138	4122	935	5537	3875	11287	12379	1918	3056	13696	3268	6184	7148	1446	5737	3858	1731	8151	9395	7452	7547	22608	1691	6275	4970	3029	7377	13279
Archaea:Methanobacteriota_B:Thermococci:Thermococcales	Archaea:Methanobacteriota_B:Thermococci:Thermococcales	42724	18974	9269	3180	2394	1839	13575	12333	2310	2157	590	536	1554	222	249	1343	801	153	2112	1196	345	3354	1844	773	3516	493	192	178	1579	371	857	552	1156	1124	1292	207
Bacteria:Acidobacteriota:Blastocatellia:Pyrinomonadales	Bacteria:Acidobacteriota:Blastocatellia:Pyrinomonadales	42041	28621	19170	18180	27827	29458	28844	30224	20645	4082	844	1741	2987	2715	3205	1932	1566	3122	2979	2533	2012	2537	3108	2004	3125	2201	2141	1649	3694	3108	1168	2055	2001	1828	3022	3250
Bacteria:Bacillota_A:Clostridia:Lachnospirales	Bacteria:Bacillota_A:Clostridia:Lachnospirales	41751	27312	18192	10967	11283	11755	27854	27658	11724	3948	883	1643	3008	998	1218	1790	1943	903	3031	2390	1017	1809	2467	1090	2192	1416	808	716	3744	1639	1302	1246	2083	2303	3277	1037
Bacteria:Myxococcota:Polyangia:Polyangiales	Bacteria:Myxococcota:Polyangia:Polyangiales	41503	24059	29953	78814	104977	113920	41944	133189	68919	4842	855	3381	3261	8189	7752	2206	2492	9437	4011	4477	5637	1712	3793	2959	2089	5326	5973	3890	7846	9502	1114	3522	4494	2212	5884	6568
Bacteria:Deinococcota:Deinococci:Deinococcales	Bacteria:Deinococcota:Deinococci:Deinococcales	41064	27853	19467	17418	26147	29960	32348	36982	20580	3535	897	1789	3297	2340	2611	1631	1766	2579	2915	2547	1714	1954	2657	1550	2263	2139	1856	1548	4515	3406	1348	1738	2202	2250	3754	2592
Bacteria:Bacillota:Bacilli:Bacillales	Bacteria:Bacillota:Bacilli:Bacillales	40652	25122	15481	11022	11957	14351	25436	25853	11503	3629	887	1558	2751	1303	1526	1809	1556	1218	2907	2226	1094	2271	2630	1258	2771	1474	1028	865	3391	1942	1221	1293	1912	1977	2957	1456
Bacteria:Bacillota_A:Clostridia:Clostridiales	Bacteria:Bacillota_A:Clostridia:Clostridiales	40635	26445	16630	9309	9139	10039	25070	25655	10345	4030	820	3149	2752	922	1095	1851	1886	784	2906	2346	1106	2008	2531	1090	2337	1288	748	656	3370	1654	1179	1183	1878	2056	3050	1004
Bacteria:Actinomycetota:Thermoleophilia:Solirubrobacterales	Bacteria:Actinomycetota:Thermoleophilia:Solirubrobacterales	40583	34216	27604	35661	75822	103548	47339	48292	43114	5634	2210	1777	3830	5002	6390	2622	1617	7305	3668	2745	2909	688	3762	2529	1172	4215	4006	3109	3982	7480	1089	3212	2137	2336	3867	9322
Bacteria:Unclassified:Unclassified:Unclassified	Bacteria:Unclassified:Unclassified:Unclassified	38290	24715	14699	10490	12325	14914	25132	21117	10043	2632	714	1023	2008	1417	1652	1331	1062	1453	2681	1613	1006	1882	2105	1165	2475	1190	1061	965	2199	1642	871	1068	1216	1312	1971	1257
Bacteria:Bacteroidota:Rhodothermia:Rhodothermales	Bacteria:Bacteroidota:Rhodothermia:Rhodothermales	38111	22055	14741	13913	18929	21904	24503	27244	16213	3297	781	1659	2713	1782	2091	1682	1464	2139	3025	2291	1424	1869	2472	1536	2169	1789	1668	1237	3437	2514	1045	1415	1835	1688	2988	2062
Bacteria:Pseudomonadota:Gammaproteobacteria:Methylococcales	Bacteria:Pseudomonadota:Gammaproteobacteria:Methylococcales	36253	26397	119188	299408	376049	554730	185348	446793	598207	4032	1381	18456	4682	30082	39697	2259	9309	29237	3475	20458	24090	2668	11790	13828	2749	20507	25065	29998	24187	60440	4710	26860	20045	5531	20197	32157
Bacteria:Pseudomonadota:Gammaproteobacteria:Xanthomonadales	Bacteria:Pseudomonadota:Gammaproteobacteria:Xanthomonadales	35525	32019	25146	46440	68262	89689	60825	60783	55862	3548	1310	2836	3505	6759	7741	1853	2013	8725	3177	5128	4789	1412	4471	3685	1823	4701	5487	4323	6735	8677	1502	4082	3612	2755	5979	7583
Bacteria:Spirochaetota:Spirochaetia:DSM-27196	Bacteria:Spirochaetota:Spirochaetia:DSM-27196	35488	19758	9346	4388	3133	2390	17921	15294	4301	2242	481	898	1432	221	230	980	637	174	2195	870	318	894	1211	399	1112	466	196	128	1772	476	570	386	828	868	1452	264
